MHK258	MHK259	MHK260	MHK261	MHK262	MHK263	MHK264	MHK266	MHK267	MHK268	MHK269	MHK270
Parabacteroides goldsteinii	0.270837165123681	-0.455704022251654	0.0328616248541413	-0.117226437364829	0.417028735283371	-0.105608049410963	0.016930802781947	1.3246716145214	0.849522515779455	-0.430269125103832	-0.835734233211997	-0.967310591000715
Pseudoflavonifractor gallinarum	0.0462258396669339	0.601875514597413	-0.733703753943462	-0.88785443377072	-0.548638711203756	0.978013007611057	1.25597537737486	-0.562432033336091	0.480654494915955	-0.201138143541065	0.361238805835686	-0.790215964206803
Alistipes megaguti	0.159842793795094	0.312542094557705	0.651190610601514	0.365576791213792	0.614822966430639	-0.77955551308921	-0.612501428426045	-0.686609400579766	-0.882034182372148	0.527372318623491	0.616431977236339	-0.287079027991417
Robiginitalea biformata	-0.254180410426876	0.151284697681289	0.438966770133069	0.0941262838413408	0.0335016620249053	-0.254180410426876	-0.65964551853504	-0.100029730599617	-0.254180410426876	0.396407155714273	0.151284697681289	0.256645213339114
Sorangium cellulosum	-0.297996639737892	0.0384755968833197	0.172006989507842	-0.0356323752704029	-0.115675082943939	0.0384755968833197	0.343857246434501	-0.202686459933568	-0.115675082943939	0.0384755968833197	0.172006989507842	-0.0356323752704029
Paracidovorax avenae	-0.376986790499064	0.153641460563106	-0.040514553877852	-0.194665233705111	-0.040514553877852	0.31616039006088	0.455922332436039	-0.482347306156891	-0.114622526031575	0.153641460563106	0.210799874403055	-0.040514553877852
Acutalibacter muris	-0.111526369058534	0.336611880175705	-0.618725515595352	-0.523826773772557	-0.264315578287472	0.839573767481482	1.03193250214763	-0.650912202091254	0.521251606654565	-0.114254883711738	0.0065593758479281	-0.452367809790411
Streptomyces venezuelae	0.00922732530058035	0.00922732530058035	-0.0777840516890489	-0.173094231493373	-0.2784547471512	0.414692433408746	0.414692433408746	-0.173094231493373	0.00922732530058035	0.00922732530058035	0.00922732530058035	-0.173094231493373
Faecalimonas umbilicata	-0.160492883072232	0.112800451927449	-0.5377871142137	-0.720108671007655	-0.720108671007655	0.795018561955205	0.678608210110793	-0.496965119693445	0.84850724690619	0.254450968990477	0.443042138798027	-0.496965119693445
Chitinophaga oryzae	-0.146835888366974	-0.146835888366974	0.590763054763805	0.0943261684499141	0.0943261684499141	-0.347506583829125	-0.347506583829125	0.0202181962961916	-0.347506583829125	0.288482182890872	0.0202181962961916	0.227857561074437
Paenibacillus polymyxa	-0.211436649118619	0.248095680259821	-0.393758205912572	0.194028458989546	0.0117069021955913	0.522532525961582	0.59949356709771	-0.904583829678565	0.248095680259821	-0.0572859692913603	0.136870045149598	-0.393758205912572
Ethanoligenens harbinense	0.156257904149147	0.407572332430052	-0.536889276410799	-0.536889276410799	-0.467896404923847	0.794345307526065	0.967188120365475	-0.467896404923847	0.350413918590104	-0.131424168302635	0.156257904149147	-0.691039956238058
Lactobacillus intestinalis	-1.55327347653076	-0.0491960797544824	0.749311616463288	0.643951100805463	0.79810178063272	0.586792686965515	-1.14780836842259	0.586792686965515	0.931633173257243	-1.55327347653076	-0.0491960797544824	0.0561644359033444
Pseudobutyrivibrio xylanivorans	0.0390585607048646	0.233214575145823	-0.520557227230558	-0.402774191574174	-0.654088619855081	0.896508792556086	0.578055061437551	-0.80823929968234	0.658097769111087	0.0390585607048646	0.344440210256046	-0.402774191574174
Agrobacterium tumefaciens	0.0478465416970622	-0.0166919794405089	0.219696798623721	-0.159792823081183	-0.23983553075472	0.319780257180703	0.41075203538643	-0.159792823081183	-0.0166919794405089	-0.159792823081183	-0.159792823081183	-0.0856848509274606
Draconibacterium orientale	-0.0597998601914416	0.0202428474820948	0.22788221226034	0.0202428474820948	-0.146811237181071	-0.146811237181071	-0.347481932643221	0.0202428474820948	-0.242121416985395	0.288506834076776	0.0202428474820948	0.345665247916724
Bacteroides sp. HF-162	-0.39683692397108	0.0086281841370841	0.591774469482702	0.385922415278553	0.0494501786573398	-0.336212302154644	-0.39683692397108	-0.279053888314696	-0.530368316595602	0.468160513515524	0.385922415278553	0.0494501786573398
Bacteroides heparinolyticus	-0.185843399153538	0.00521183760917143	0.335453524479748	0.140553185478933	0.0337852100532272	-0.297069034263762	-0.51532260028378	0.0885934465482228	-0.316871661559942	0.303704826165168	0.114910754865596	0.292893910060952
Porphyromonas sp. oral taxon 275	-0.325241301726424	0.0210349349914098	0.314796053519573	0.219485873715248	0.15761046999716	-0.434440593691416	-0.434440593691416	-0.0549509719865124	-0.360332621537694	0.332814559022252	0.178663879194993	0.385000312192822
Limosilactobacillus reuteri	-1.07554171625369	-0.491028376696544	1.0346714840929	-0.0427759933831711	0.346857649508313	0.673658138555565	-0.795239751099536	1.0311000517253	0.04728483053501	-0.419852098228649	-0.41224749884343	0.103113280087952
Barnesiella viscericola	-0.185861480919663	-0.0188073962564976	0.398552499503817	0.154930416846065	0.069485210889181	-0.35016453221094	-0.53821676371388	0.0409118384451244	-0.343047064442076	0.299180025690612	0.0880903987202153	0.384946847448037
Subdoligranulum variabile	0.0377911466512657	0.480527649556662	-0.748137767359646	-0.835149144349276	-0.503015309326661	0.996219462973825	1.20567756120278	-0.524994216045436	0.535877744639826	-0.14200196378933	0.273513480172336	-0.776308644326342
Intestinibacillus sp. NTUH-41-i26	-0.176399426108885	0.596790462124597	-0.715395926841571	-0.715395926841571	-0.715395926841571	1.43303848632522	1.28993764268454	-0.715395926841571	0.429736377461431	-0.358720982902838	0.22906568199928	-0.581864534217049
Porphyromonas endodontalis	-0.345127382315342	0.106857741427715	0.273911826090881	0.2346911129376	0.193869118417345	-0.419235354469064	-0.786960134594381	0.0603377257928219	-0.345127382315342	0.383111118055874	0.193869118417345	0.449802492554547
Clostridium sp. MD294	-0.147525413748395	-0.0669449270890565	-0.599510537491453	-0.667718787517987	-0.322878301226257	0.937002135037975	0.848054649021479	-0.382982225295962	0.590073529382384	0.0714135062837817	0.246216230663709	-0.505199858020212
Ruminococcus albus	0.0866823926721079	-0.0245432424381153	-0.292807229032796	-0.0245432424381153	-0.0245432424381153	0.576230617990815	0.474447923680872	-0.555171493500286	-0.0851678642545508	-0.0245432424381153	0.18676585122909	-0.292807229032796
Dyadobacter fermentans	0.0354450278871514	-0.0598651519171725	0.27660708470404	0.0354450278871514	-0.283008703231383	-0.0598651519171725	-0.416540095855906	0.122456404876781	-0.165225667574999	0.27660708470404	0.0354450278871514	0.202499112550317
Bacteroides helcogenes	-0.0741518238418575	0.0593795687826653	0.293572956283461	0.126518871620294	-0.0584034668737177	-0.19193485949824	-0.503714483529082	0.126518871620294	-0.346085539325498	0.293572956283461	0.0731728909150009	0.201554057563208
Lacrimispora sphenoides	0.0201050539490684	-0.0176352740337791	-0.636674482440002	-0.636674482440002	-0.385360054159095	0.835142052118051	0.784711198491158	-0.33129283288882	0.749619878679889	-0.0976779817073155	0.158255392429886	-0.442518467999044
Tannerella forsythia	-0.118725559336349	0.0178499756694013	0.262046936181443	0.0797253793874892	-0.00365622955156208	-0.194711466314271	-0.500093115865453	0.099528006683669	-0.248778687584547	0.245239817865063	0.099528006683669	0.262046936181443
Aeromonas hydrophila	0.0587948076444373	-0.021247900029099	0.327058794239118	-0.108259277018728	0.0587948076444373	0.0587948076444373	0.327058794239118	-0.426713008137263	0.0587948076444373	-0.108259277018728	-0.021247900029099	-0.203569456823052
Faecalibacterium duncaniae	0.00711036389656172	0.477113993142297	-0.686036816663385	-0.462893265349174	-0.546274874288225	0.861525692052629	0.913350759917215	-0.590726636859059	0.395768353688345	-0.0441829304909893	0.361282177617175	-0.686036816663385
Pseudomonas aeruginosa	0.0165435722505896	-0.131092426555475	0.0920511247587346	0.0920511247587346	-0.331763122017627	0.211852324571355	0.347397816567579	-0.418774499007257	-0.0866406639846415	-0.044081049565845	0.454165791993285	-0.201709993769429
Porphyromonas asaccharolytica	-0.00736069044378596	-0.0538807060786795	0.335584060683045	0.0796506865458433	0.120472681066099	-0.32581442156232	-0.390352942699892	-0.00736069044378596	-0.32581442156232	0.268892686184373	0.0370910721270477	0.268892686184373
Proteiniclasticum sp. QWL-01	-0.175330433514286	-0.0699699178564597	-0.175330433514286	-0.426644861795193	-0.580795541622452	0.571883968315934	0.923281855153823	-0.175330433514286	0.266502318764752	-0.175330433514286	0.19239434661103	-0.175330433514286
Group	YF	YF	OF	OF	OF	YF	YF	YF	YF	OF	OF	OF
